1 180 302.5 1e-013 1e-009 0 0 0 0 0 0 0 0 1 1.5e+011 1
2 180 302.5 1e-009 3e+004 0 0 0 0 0 0 0 0 1 1.5e+002 2
3 302.5 400 1e-013 1e-009 0 0 0 0 0 0 0 0 1 1.2e+005 3
4 302.5 315 1e-009 1e-001 1 0 0 0 0 0 0 0 1 4.0e-006 4
5 302.5 315 1e+001 3e+004 0 1 0 0 0 0 0 0 1 4.0e-006 4
6 315 400 1e-009 1e+001 0 1 0 0 0 0 0 0 1 4.0e-006 4
7 315 400 1e+001 1e+003 0 0 0 0 0 0 0 0 1 4.0e-002 4
8 315 400 1e+003 3e+004 0 0 0 0 0 0 0 0 1 4.0e-005 3
9 400 700 1e-013 1e-011 0 0 0 0 0 0 0 0 2 1.9e-007 4
10 400 700 1e-011 5e-006 0 0 0 0 0 0 0 0 2 3.8e-007 4
11 400 700 5e-006 3.5e-001 0 0 0 0 0 0 0 1 2 3.5e-003 4
12 400 700 3.5e-001 3e+004 0 0 0 0 0 0 0 0 2 5.0e-003 3
13 700 1050 1e-013 1e-011 0 0 0 0 0 0 0 0 3 1.9e-007 4
14 700 1050 1e-011 5e-006 0 0 0 1 0 0 0 0 3 3.8e-007 4
15 700 1050 5e-006 1e-001 0 0 0 1 0 0 0 1 3 3.5e-003 4
16 700 1400 1e+001 3e+004 0 0 0 1 0 0 1 0 3 2.0e-003 3
17 1050 1400 1e-013 1e-011 0 0 0 0 0 0 1 0 3 1.9e-006 4
18 1050 1400 1e-011 1.3e-005 0 0 0 0 0 0 1 0 3 3.8e-006 4
19 1050 1400 1.3e-005 1e+001 0 0 0 0 0 0 1 1 3 1.8e-002 4
20 1400 1500 1e-013 1e-009 0 0 0 0 0 0 0 0 3 4e+006 3
21 1400 1500 1e-009 1e-003 0 0 0 0 0 0 0 0 3 4e-003 4
22 1400 1500 1e-003 3.5e-001 0 0 0 0 0 0 0 2 3 2.2e-002 4
23 1400 1500 3.5e-001 1e+001 0 0 0 0 0 0 0 3 3 5e-002 4
24 1400 4000 1e+001 3e+004 0 0 0 0 0 0 0 0 3 5e-002 3
25 1500 1800 1e-013 1e-009 0 0 0 0 0 0 0 0 3 4e+007 3
26 1500 1800 1e-009 3.5e-001 0 0 0 0 0 0 0 0 3 4e-002 4
27 1500 1800 3.5e-001 1e+001 0 0 0 0 0 0 0 1 3 9e-002 4
28 1800 2600 1e-013 1e-009 0 0 0 0 0 0 0 0 3 4e+006 3
29 1800 2600 1e-009 1e-003 0 0 0 0 0 0 0 0 3 4e-003 4
30 1800 2600 1e-003 3.5e-001 0 0 0 0 0 0 0 2 3 2.2e-002 4
31 1800 4000 3.5e-001 1e+001 0 0 0 0 0 0 0 3 5e-002 4
32 2600 4000 1e-013 1e-009 0 0 0 0 0 0 0 0 4 4e+005 3
33 2600 4000 1e-009 1e-007 0 0 0 0 0 0 0 0 4 4e-004 3
34 2600 4000 1e-007 3.5e-001 0 0 0 0 0 0 0 2 4 2.2e-002 4
35 4000 1e+006 1e-013 1e-009 0 0 0 0 0 0 0 2 4 5e+011 1
36 4000 1e+006 1e-009 1e-007 0 0 0 0 0 0 0 0 4 5e+002 2
37 4000 1e+006 1e-007 1e+001 0 0 0 0 0 0 0 2 4 2.8e+4 2
38 4000 1e+006 1e+001 3e+003 0 0 0 0 0 0 0 0 4 5e+002 1  
